"(4, 4)",6.22,0.19,0.31,0.19,0.31,0.05,0.01,172203,173408256
"(3, 3)",6.22,0.34,0.3,1.29,0.33,0.04,0.01,338688,260112384
"(0, 2)",6.22,0.17565217391304347,0.7700000000000001,0.0788294314381271,0.37163879598662203,0.04458193979933111,0.005986622073578595,36671,10419552
